ticker,period,model_key,seed,loss_name,update,loss
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,24,0.03634777292609215
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,25,0.02617446891963482
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,26,0.018808305263519287
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,27,0.037955690175294876
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,28,0.03445965796709061
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,29,0.03228747472167015
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,30,0.039309337735176086
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,31,0.029187530279159546
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,32,0.020756348967552185
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,33,0.03377978503704071
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,34,0.051018305122852325
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,35,0.07658794522285461
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,36,0.0510975643992424
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,37,0.027010563760995865
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,38,0.029630353674292564
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,39,0.03491250053048134
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,40,0.04389934986829758
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,41,0.059303589165210724
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,42,0.028490589931607246
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,43,0.03423033654689789
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,44,0.03796793892979622
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,45,0.04122965782880783
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,46,0.03622136637568474
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,47,0.0337858647108078
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,48,0.0347759872674942
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,49,0.025296512991189957
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,50,0.02974189631640911
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,51,0.037037141621112823
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,52,0.04131875932216644
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,53,0.0731223076581955
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,54,0.04987935721874237
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,55,0.02788025513291359
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,56,0.030377870425581932
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,57,0.029311494901776314
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,58,0.049140945076942444
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,59,0.06081988662481308
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,60,0.0363008975982666
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,61,0.021815508604049683
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,62,0.03733033686876297
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,63,0.04184649884700775
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,64,0.04975802078843117
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,65,0.0383271798491478
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,66,0.031362228095531464
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,67,0.029282337054610252
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,68,0.021202795207500458
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,69,0.02475031092762947
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,70,0.04187190532684326
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,71,0.052255455404520035
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,72,0.0282411091029644
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,73,0.01735953614115715
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,74,0.03365538641810417
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,75,0.029923252761363983
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,76,0.03065468743443489
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,77,0.047430332750082016
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,78,0.03632097318768501
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,79,0.025941573083400726
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,80,0.02467413991689682
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,81,0.035724349319934845
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,82,0.04001834616065025
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,83,0.028184007853269577
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,84,0.027675621211528778
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,85,0.02282513864338398
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,86,0.019712939858436584
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,87,0.024958834052085876
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,88,0.04068201780319214
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,89,0.04828263074159622
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,90,0.035674192011356354
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,91,0.019827954471111298
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,92,0.02767184004187584
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,93,0.0261008832603693
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,94,0.03962073102593422
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,95,0.043429192155599594
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,96,0.03595862165093422
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,97,0.027896597981452942
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,98,0.02038300409913063
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,99,0.04500949755311012
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,100,0.03478473424911499
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,101,0.017360972240567207
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,102,0.028669893741607666
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,103,0.017333563417196274
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,104,0.025820257142186165
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,105,0.016577519476413727
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,106,0.0359681062400341
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,107,0.032098188996315
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,108,0.043657299131155014
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,109,0.011894159018993378
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,110,0.022611789405345917
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,111,0.01491758693009615
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,112,0.02875499799847603
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,113,0.026968739926815033
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,114,0.02484709955751896
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,115,0.01573638990521431
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,116,0.018256686627864838
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,117,0.02008656971156597
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,118,0.022234492003917694
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,119,0.009780621156096458
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,120,0.02820890210568905
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,121,0.019185515120625496
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,122,0.013858106918632984
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,123,0.022595008835196495
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,124,0.024985209107398987
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,125,0.029039675369858742
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,126,0.0337490513920784
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,127,0.017424553632736206
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,128,0.02035047486424446
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,129,0.023981716483831406
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,130,0.026412541046738625
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,131,0.02961517497897148
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,132,0.02403508871793747
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,133,0.017912115901708603
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,134,0.016650645062327385
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,135,0.023104950785636902
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,136,0.024725303053855896
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,137,0.015648728236556053
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,138,0.01589813269674778
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,139,0.018876800313591957
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,140,0.015526646748185158
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,141,0.01654069684445858
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,142,0.02893739938735962
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,143,0.02673817053437233
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,144,0.018692348152399063
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,145,0.014287503436207771
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,146,0.01232856698334217
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,147,0.018183201551437378
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,148,0.020360320806503296
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,149,0.024672824889421463
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,150,0.02227303385734558
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,151,0.009168138727545738
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,152,0.016345201060175896
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,153,0.0165768563747406
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,154,0.01935170404613018
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,155,0.009174481965601444
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,156,0.014181756414473057
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,157,0.01698535494506359
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,158,0.010377212427556515
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,159,0.01575370505452156
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,160,0.024213679134845734
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,161,0.023828953504562378
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,162,0.02400541864335537
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,163,0.008087875321507454
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,164,0.015987586230039597
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,165,0.013073582202196121
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,166,0.013714166358113289
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,167,0.018520010635256767
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,168,0.01971283368766308
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,169,0.01470367331057787
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,170,0.013995288871228695
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,171,0.01463216170668602
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,172,0.01739325001835823
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,173,0.011907525360584259
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,174,0.008150437846779823
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,175,0.0074828555807471275
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,176,0.007831845432519913
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,177,0.015387379564344883
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,178,0.01984689012169838
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,179,0.017095152288675308
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,180,0.0147018451243639
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,181,0.005692661739885807
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,182,0.006190292537212372
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,183,0.008533811196684837
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,184,0.013256467878818512
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,185,0.021563172340393066
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,186,0.012750819325447083
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,187,0.012020296417176723
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,188,0.014120697975158691
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,189,0.014236376620829105
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,190,0.013370341621339321
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,191,0.011252232827246189
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,192,0.007312407251447439
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,193,0.00878513790667057
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,194,0.006710071582347155
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,195,0.014063029550015926
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,196,0.014886585995554924
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,197,0.013261481188237667
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,198,0.012441538274288177
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,199,0.006638931110501289
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,200,0.006826420314610004
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,201,0.005476376507431269
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,202,0.011630937457084656
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,203,0.011032483540475368
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,204,0.013016823679208755
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,205,0.0043756901286542416
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,206,0.00955389253795147
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,207,0.01093270629644394
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,208,0.012075725011527538
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,209,0.007718661334365606
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,210,0.011253027245402336
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,211,0.008596882224082947
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,212,0.007970264181494713
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,213,0.005066878627985716
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,214,0.010819057002663612
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,215,0.025341611355543137
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,216,0.008118180558085442
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,217,0.007071466650813818
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,218,0.009572260081768036
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,219,0.012886617332696915
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,220,0.010862807743251324
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,221,0.007877102121710777
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,222,0.01780112460255623
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,223,0.008693277835845947
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,224,0.009421929717063904
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,225,0.006069152615964413
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,226,0.009984827600419521
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,227,0.004402009770274162
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,228,0.002698965836316347
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,229,0.0069314525462687016
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,230,0.007038420997560024
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,231,0.0083312401548028
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,232,0.013343262486159801
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,233,0.013642978854477406
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,234,0.006793288514018059
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,235,0.007236182224005461
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,236,0.00788616482168436
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,237,0.005244189407676458
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,238,0.007876837626099586
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,239,0.013247756287455559
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,240,0.010607738047838211
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,241,0.0038154677022248507
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,242,0.004454360343515873
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,243,0.008977396413683891
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,244,0.010961037129163742
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,245,0.008127091452479362
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,246,0.010402067564427853
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,247,0.0046842219308018684
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,248,0.0030462194699794054
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,249,0.008774451911449432
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,250,0.013556018471717834
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,251,0.008213266730308533
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,252,0.007824812084436417
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,253,0.0050862920470535755
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,254,0.006612187251448631
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,255,0.004681609570980072
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,256,0.0068589551374316216
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,257,0.007845095358788967
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,258,0.010530373081564903
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,259,0.0056641800329089165
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,260,0.005359129048883915
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,261,0.00923664215952158
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,262,0.0046002985909581184
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,263,0.005027652718126774
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,264,0.004609798081219196
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,265,0.001438603037968278
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,266,0.0030792388133704662
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,267,0.0030333297327160835
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,268,0.007862703874707222
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,269,0.009626447223126888
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,270,0.008398298174142838
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,271,0.002314346842467785
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,272,0.008265383541584015
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,273,0.008550519123673439
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,274,0.004483181983232498
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,275,0.009192638099193573
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,276,0.012940559536218643
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,277,0.006284142844378948
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,278,0.00621288176625967
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,279,0.00951145775616169
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,280,0.009678350761532784
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,281,0.004116137512028217
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,282,0.005758047103881836
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,283,0.007443217560648918
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,284,0.002426787745207548
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,285,0.009286027401685715
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,286,0.006905212998390198
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,287,0.011602719314396381
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,288,0.013116898015141487
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,289,0.003234802046790719
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,290,0.003926375415176153
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,291,0.005950077436864376
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,292,0.004902695305645466
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,293,0.008077173493802547
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,294,0.011888992041349411
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,295,0.004402020014822483
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,296,0.0066614774987101555
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,297,0.008594746701419353
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,298,0.0059333485551178455
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,299,0.004986960906535387
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,300,0.0030995088163763285
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,301,0.0035281397867947817
GAS,BAD,UCB_WITHOUT_COST_NETWORK,41,Q loss,302,0.0028513858560472727
